epoch,acc,loss,val_acc,val_loss
0,0.120912547529,0.0844723926323,0.0,0.0115637562994
1,0.139163498099,0.0415375697683,0.0,0.0112492194901
2,0.117490494297,0.0308738838479,0.00772797527048,0.00608292361141
3,0.117870722433,0.0247212664995,0.0417310664606,0.00316614891542
4,0.111787072243,0.0216395494236,0.0417310664606,0.00607871300401
5,0.125095057034,0.0201668796325,0.0370942812983,0.00288430459604
6,0.122053231939,0.0178025398233,0.0432766615147,0.0022091595895
7,0.117870722433,0.0159650268342,0.22256568779,0.00245686633458
8,0.121673003802,0.0149629923966,0.0695517774343,0.00302621998111
9,0.116730038023,0.0136997584332,0.0432766615147,0.00198158815395
10,0.117490494297,0.0136800479476,0.0355486862442,0.0020470361195
11,0.115589353612,0.0131159394327,0.344667697063,0.00207792584291
12,0.11825095057,0.0130430475851,0.0417310664606,0.00197402978294
13,0.130798479087,0.0120696557856,0.0417310664606,0.00224832013002
14,0.114448669202,0.011923146822,0.0417310664606,0.0021812662468
15,0.109885931559,0.0111118186779,0.0417310664606,0.0019750199726
16,0.120912547529,0.0112588639329,0.51313755796,0.00212835033166
17,0.136882129278,0.0113028028025,0.106646058733,0.0022148311882
18,0.131178707224,0.0108924710242,0.0432766615147,0.00283705220023
19,0.134600760456,0.0109662441849,0.595054095827,0.00204960490812
20,0.150570342205,0.0109285237682,0.0417310664606,0.00291481252206
21,0.134600760456,0.0100294968197,0.590417310665,0.00199234762959
22,0.14030418251,0.0103820431912,0.624420401855,0.00262106271667
23,0.14030418251,0.010499228774,0.0726429675425,0.00230698228729
24,0.132319391635,0.0106343240456,0.0417310664606,0.00200813381575
25,0.137642585551,0.010308551656,0.0401854714065,0.00226419095154
26,0.147148288973,0.010748278626,0.0432766615147,0.00305606170478
27,0.165019011407,0.0104043025624,0.338485316847,0.00215905166531
28,0.143346007605,0.0103427597499,0.0432766615147,0.00446503364965
29,0.153992395437,0.010136914775,0.608964451314,0.00255651179315
30,0.146768060837,0.010057853231,0.0432766615147,0.00237488008917
31,0.138403041825,0.0100228832417,0.0417310664606,0.00216437267401
32,0.147148288973,0.010040577191,0.582689335394,0.00191729722736
33,0.1463878327,0.00979991994128,0.0432766615147,0.00237817827356
34,0.141825095057,0.0101801990078,0.378670788253,0.00345096830035
35,0.138783269962,0.00994410185382,0.0432766615147,0.00284934428712
36,0.141825095057,0.00979884255474,0.0432766615147,0.00266835311742
37,0.145627376426,0.00978250824052,0.0432766615147,0.0023660488422
38,0.135741444867,0.00987345282967,0.0432766615147,0.0023363540517
39,0.147148288973,0.00982702277665,0.370942812983,0.00246249577715
40,0.139163498099,0.00988474656731,0.0417310664606,0.00260632426003
41,0.141825095057,0.00994417220485,0.0432766615147,0.00251340867054
42,0.138403041825,0.00955174867866,0.686244204019,0.00248073021768
43,0.145627376426,0.00962541988304,0.591962905719,0.0018123953278
44,0.141064638783,0.00959162969633,0.0432766615147,0.00337548051106
45,0.136882129278,0.00943705205483,0.0432766615147,0.00248240011052
46,0.138403041825,0.00938347533384,0.0432766615147,0.0020722957513
47,0.144486692015,0.00977039920597,0.0432766615147,0.00257121258977
48,0.145627376426,0.0099247045479,0.0695517774343,0.00182523605342
49,0.146768060837,0.00971845791563,0.0432766615147,0.00241240985001
50,0.146768060837,0.00973942828872,0.0417310664606,0.00298501949599
51,0.144486692015,0.00954500705239,0.0432766615147,0.0021489326029
52,0.138783269962,0.00957032506094,0.0432766615147,0.00260999735799
53,0.147908745247,0.00960629728552,0.0401854714065,0.0020432632427
54,0.136882129278,0.00962485458939,0.0340030911901,0.00282252997936
55,0.157034220532,0.00988748181887,0.593508500773,0.00205082752599
56,0.138022813688,0.00955258580105,0.0432766615147,0.0026660180139
57,0.139923954373,0.0095619309146,0.366306027821,0.00342200167161
58,0.151330798479,0.00953481069163,0.0432766615147,0.00259601280417
59,0.139163498099,0.00973209518586,0.539412673879,0.00293868104218
60,0.142205323194,0.00933826594942,0.0432766615147,0.0019500129378
61,0.136882129278,0.00966256750107,0.0417310664606,0.00287940698323
62,0.135741444867,0.00963866222257,0.0432766615147,0.0020111782958
63,0.137262357414,0.00973771991341,0.378670788253,0.00276632146521
64,0.133840304183,0.00933677978528,0.406491499227,0.00202891548384
65,0.144866920152,0.00937551582028,0.61514683153,0.00262334874807
66,0.157794676806,0.0092463718505,0.364760432767,0.00435546009699
67,0.136501901141,0.00958589844196,0.0432766615147,0.00213604964908
68,0.139923954373,0.00960835363229,0.386398763524,0.00180477842162
69,0.138783269962,0.00942580964366,0.60741885626,0.00195025476517
70,0.144106463878,0.00954658734712,0.0432766615147,0.00324899507324
71,0.1463878327,0.00945037344961,0.214837712519,0.00200314287207
72,0.14752851711,0.00939731935885,0.576506955178,0.00187245090408
73,0.132319391635,0.00922696000855,0.632148377125,0.00194347881486
74,0.144486692015,0.00944095519153,0.636785162287,0.00257008139791
75,0.139923954373,0.00930081444284,0.0432766615147,0.00203227934584
76,0.142965779468,0.00916472732311,0.0417310664606,0.00209936999503
77,0.143346007605,0.00941115748665,0.0432766615147,0.00192156145358
78,0.146007604563,0.0093335035943,0.330757341577,0.00183623515088
