epoch,acc,loss,val_acc,val_loss
0,0.0781544256121,0.375830971652,0.075329566855,0.310207301053
1,0.0781544256121,0.321598846325,0.0734463276836,0.305083289855
2,0.0715630885122,0.317658122945,0.0734463276836,0.303731899168
3,0.0710922787194,0.316378470679,0.0734463276836,0.303195163972
4,0.0710922787194,0.315724476961,0.0734463276836,0.302632395831
5,0.0475517890772,0.315164440727,0.00376647834275,0.302112854554
6,0.00988700564972,0.314564279924,0.00376647834275,0.30160608304
7,0.021186440678,0.313868713539,0.0,0.300567963422
8,0.00376647834275,0.313027699508,0.0,0.299649919241
9,0.00235404896422,0.311889802514,0.0,0.298149074061
10,0.000941619585687,0.310063316569,0.0,0.296120284641
11,0.000470809792844,0.307746651083,0.0,0.293156815535
12,0.0,0.304233683922,0.0,0.287849895839
13,0.0,0.286274887039,0.0,0.262898644092
14,0.0,0.264500220182,0.0,0.249614440817
15,0.0,0.253534806643,0.0,0.241600263562
16,0.0,0.245909248965,0.0,0.235205954246
17,0.0,0.239464304843,0.0,0.228660210967
18,0.00141242937853,0.233822754316,0.0,0.224128431506
19,0.0,0.228629975673,0.0,0.218859794127
20,0.00188323917137,0.223411603391,0.0,0.213129146021
21,0.000470809792844,0.217673004659,0.0,0.207523426206
22,0.00188323917137,0.210933774082,0.0,0.199447356585
23,0.0,0.202303916174,0.0,0.189407460055
24,0.0,0.19125739042,0.0,0.175945755845
25,0.0,0.177448592592,0.0,0.16033285636
26,0.0,0.162876825071,0.0,0.145302402883
27,0.00564971751412,0.151429226392,0.0,0.134390212638
28,0.0075329566855,0.143684170351,0.0075329566855,0.126665248015
29,0.00941619585687,0.138557406788,0.0320150659134,0.12152906716
30,0.0103578154426,0.135126277845,0.0338983050847,0.117874861086
31,0.0141242937853,0.132774893691,0.0433145009416,0.114932603625
32,0.021186440678,0.131127955365,0.0395480225989,0.112784980044
33,0.0225988700565,0.129830169781,0.0433145009416,0.111795744978
34,0.0324858757062,0.128855412687,0.0433145009416,0.110605290088
35,0.0414312617702,0.128065001978,0.0433145009416,0.109659638091
36,0.0484934086629,0.127388697909,0.045197740113,0.109006137557
37,0.054143126177,0.126804598139,0.0546139359699,0.108235641477
38,0.0649717514124,0.126280103683,0.0828625235405,0.108005673335
39,0.0720338983051,0.125829596528,0.120527306968,0.107590323879
40,0.0856873822976,0.125412777594,0.0922787193974,0.107066467769
