epoch,acc,loss,val_acc,val_loss
0,0.228897338403,0.0255443992152,0.731066460587,0.0108398168758
1,0.223574144487,0.0238406156143,0.731066460587,0.0108398168758
2,0.201520912548,0.0213894281445,0.731066460587,0.0108398168758
3,0.221673003802,0.0202936890792,0.731066460587,0.0108398168758
4,0.220532319392,0.0186107379431,0.731066460587,0.0108398168758
5,0.233079847909,0.0184801341089,0.731066460587,0.0108398168758
6,0.238403041825,0.017699705217,0.731066460587,0.0108398168758
7,0.24144486692,0.0179849603592,0.731066460587,0.0108398168758
8,0.245247148289,0.017315639337,0.731066460587,0.0108398168758
9,0.2536121673,0.0168328247061,0.731066460587,0.0108398168758
10,0.2536121673,0.0174631636316,0.731066460587,0.0108398168758
11,0.250950570342,0.0172137856607,0.731066460587,0.0108398168758
12,0.254752851711,0.016341556243,0.731066460587,0.0108398168758
13,0.261596958175,0.0162873823171,0.731066460587,0.0108398168758
14,0.27072243346,0.0160089162002,0.731066460587,0.0108398168758
15,0.258174904943,0.0152189330862,0.731066460587,0.0108398168758
16,0.263117870722,0.0154805829402,0.731066460587,0.0108398168758
17,0.257414448669,0.0159851773524,0.731066460587,0.0108398168758
18,0.269201520913,0.0155549980451,0.731066460587,0.0108398168758
19,0.250570342205,0.0166122677888,0.731066460587,0.0108398168758
20,0.268060836502,0.0150175991766,0.731066460587,0.0108398168758
21,0.261977186312,0.0152263134018,0.731066460587,0.0108398168758
22,0.263878326996,0.0154842744767,0.731066460587,0.0108398168758
23,0.269201520913,0.0154313803656,0.731066460587,0.0108398168758
24,0.267300380228,0.0147072852577,0.731066460587,0.0108398168758
25,0.261596958175,0.0151862818718,0.731066460587,0.0108398168758
26,0.272623574144,0.0149548281244,0.731066460587,0.0108398168758
27,0.25247148289,0.0155998334373,0.731066460587,0.0108398168758
28,0.267680608365,0.0151912416311,0.731066460587,0.0108398168758
29,0.271482889734,0.0151078621881,0.731066460587,0.0108398168758
30,0.269581749049,0.0155322642467,0.731066460587,0.0108398168758
31,0.257414448669,0.0151573123774,0.731066460587,0.0108398168758
32,0.260836501901,0.0151074158231,0.731066460587,0.0108398168758
33,0.277186311787,0.0151301104923,0.731066460587,0.0108398168758
34,0.262737642586,0.0141830613139,0.731066460587,0.0108398168758
35,0.269961977186,0.0146611335862,0.731066460587,0.0108398168758
36,0.268821292776,0.0150917489814,0.731066460587,0.0108398168758
37,0.267300380228,0.0138669566454,0.731066460587,0.0108398168758
38,0.263117870722,0.0139954289958,0.731066460587,0.0108398168758
39,0.265779467681,0.014385571883,0.731066460587,0.0108398168758
40,0.250570342205,0.0158350876196,0.731066460587,0.0108398168758
41,0.255893536122,0.0146977869213,0.731066460587,0.0108398168758
