epoch,acc,loss,val_acc,val_loss
0,0.129943502825,0.368160811851,0.175141242938,0.31180530924
1,0.100753295669,0.283605728649,0.00941619585687,0.240115398039
2,0.0216572504708,0.223805369539,0.0,0.187317756736
3,0.0178907721281,0.187083321488,0.0772128060264,0.155205943104
4,0.0955743879473,0.155058795732,0.156308851224,0.125721480778
5,0.114877589454,0.136831765573,0.156308851224,0.114578770161
6,0.121468926554,0.130049427866,0.152542372881,0.109849570596
7,0.119585687382,0.126859396901,0.148775894539,0.107408885064
8,0.111581920904,0.125010005994,0.154425612053,0.105572876524
9,0.121468926554,0.123624848982,0.13747645951,0.104098930822
10,0.114406779661,0.122496907514,0.139359698682,0.10295289063
11,0.118644067797,0.121502467856,0.135593220339,0.101865842251
12,0.110640301318,0.120572625392,0.133709981168,0.100830649527
13,0.109698681733,0.119661897569,0.124293785311,0.0997565671935
14,0.104048964218,0.118783927073,0.10922787194,0.0990693894673
15,0.107815442561,0.117903161492,0.0866290018832,0.0982551223891
16,0.111111111111,0.117061869295,0.0828625235405,0.0972565440093
17,0.114877589454,0.116238649962,0.0941619585687,0.0965187225224
18,0.119114877589,0.115369311436,0.101694915254,0.0957403271792
19,0.118173258004,0.114573237702,0.10922787194,0.0951406250878
20,0.116760828625,0.113839142835,0.114877589454,0.0944552679648
21,0.112052730697,0.113145093427,0.128060263653,0.0940497710015
22,0.10922787194,0.112491538166,0.128060263653,0.0932685601755
23,0.10922787194,0.111847105296,0.15065913371,0.0927646131572
24,0.110169491525,0.111250905674,0.156308851224,0.092295642801
25,0.118644067797,0.110650301315,0.154425612053,0.0916160661289
26,0.120056497175,0.110082566957,0.16384180791,0.0909893368936
27,0.129001883239,0.109546715535,0.167608286252,0.0905527042825
28,0.129001883239,0.109032027433,0.214689265537,0.0901092255971
29,0.140301318267,0.108569531098,0.188323917137,0.0897137936851
30,0.140301318267,0.108115502189,0.193973634652,0.0892624455174
31,0.145480225989,0.107697724198,0.131826741996,0.0889093717823
32,0.136534839925,0.107286727086,0.182674199623,0.0885337383
33,0.145480225989,0.106879062178,0.169491525424,0.0882540089771
34,0.145009416196,0.106492510545,0.160075329567,0.0880542032372
35,0.142655367232,0.106153124862,0.180790960452,0.0878295145632
36,0.138418079096,0.105820068212,0.188323917137,0.0874632655699
37,0.140301318267,0.105517084124,0.186440677966,0.0872639336631
38,0.14077212806,0.105218633867,0.188323917137,0.0870267121591
39,0.145951035782,0.104943729292,0.186440677966,0.0867931925875
40,0.151129943503,0.104672070652,0.182674199623,0.0867104403549
41,0.151600753296,0.104422926815,0.169491525424,0.0863122623613
42,0.166666666667,0.104197515468,0.178907721281,0.0861663945357
43,0.166666666667,0.103972549141,0.210922787194,0.0859519418953
44,0.165725047081,0.103757346766,0.237288135593,0.0858843277538
45,0.165725047081,0.103553874394,0.23352165725,0.0857766654431
46,0.177495291902,0.103371843014,0.25988700565,0.0856212105114
47,0.182203389831,0.103184737859,0.280602636535,0.0853964904612
48,0.188323917137,0.102998883941,0.256120527307,0.0853400250225
49,0.187382297552,0.102814807388,0.263653483992,0.0851916188884
50,0.194915254237,0.102651841417,0.263653483992,0.0849749360073
51,0.199623352166,0.102473121963,0.24670433145,0.0849319220174
52,0.196798493409,0.102298421428,0.258003766478,0.084749050049
53,0.194915254237,0.102124380555,0.24670433145,0.0846543840035
54,0.191148775895,0.101958713958,0.256120527307,0.0846349331373
55,0.193973634652,0.101795273867,0.224105461394,0.0843892721402
56,0.198210922787,0.101638128107,0.193973634652,0.0843503442521
57,0.195856873823,0.101489426585,0.254237288136,0.0841843817175
58,0.202448210923,0.101339457924,0.20527306968,0.0841323773428
59,0.196327683616,0.101194972641,0.25988700565,0.0839913070201
60,0.202919020716,0.101056646893,0.165725047081,0.084004449044
61,0.197269303202,0.100922090997,0.193973634652,0.0839477199627
62,0.203860640301,0.100795048346,0.201506591337,0.083774932786
63,0.204331450094,0.100655172064,0.195856873823,0.0836965069554
64,0.202919020716,0.10052761149,0.199623352166,0.0835989352308
65,0.202919020716,0.100411180497,0.220338983051,0.0836087558603
66,0.202448210923,0.100289515828,0.227871939736,0.0835138566006
67,0.206685499058,0.100152906628,0.220338983051,0.0833476173442
68,0.213747645951,0.100047881844,0.225988700565,0.0833310696628
69,0.207156308851,0.0999241946039,0.308851224105,0.0833356782931
70,0.219868173258,0.0998214933908,0.239171374765,0.0832319196876
71,0.209981167608,0.0997088752257,0.23352165725,0.0831725991177
72,0.209510357815,0.0996053518361,0.20527306968,0.0831376825277
73,0.200564971751,0.099504953153,0.24670433145,0.0830116855663
74,0.208097928437,0.0993939545738,0.239171374765,0.082932485686
75,0.210451977401,0.0993140976193,0.224105461394,0.0829065282294
76,0.200094161959,0.0992202930094,0.274952919021,0.0828700863959
77,0.210451977401,0.0991258985605,0.303201506591,0.0828171564633
78,0.207156308851,0.0990367702261,0.276836158192,0.0827950187231
79,0.204802259887,0.098955814393,0.282485875706,0.0827865142962
80,0.207627118644,0.0988747318496,0.25988700565,0.0827306881459
81,0.201035781544,0.098796081131,0.258003766478,0.0826694631255
82,0.206214689266,0.0986998712071,0.263653483992,0.0826364534248
83,0.198210922787,0.0986275568672,0.280602636535,0.0825614966516
84,0.213276836158,0.0985325972399,0.305084745763,0.0825706961115
85,0.220338983051,0.0983395913958,0.295668549906,0.0826830026582
86,0.220809792844,0.0982121709623,0.352165725047,0.082601389641
87,0.221751412429,0.0980781578926,0.365348399247,0.0826182064465
88,0.232580037665,0.0979613571319,0.30131826742,0.0825088929156
89,0.225047080979,0.0978510981415,0.28813559322,0.0824663438323
90,0.214689265537,0.0977483459308,0.322033898305,0.0825232300208
91,0.222693032015,0.0976543605521,0.308851224105,0.0824272890857
92,0.220809792844,0.0975616683945,0.297551789077,0.0824302290404
93,0.218926553672,0.0974694913453,0.263653483992,0.0824135725223
94,0.217514124294,0.0973778661801,0.31450094162,0.0823414230403
95,0.221280602637,0.097300390222,0.286252354049,0.0823419511751
96,0.205743879473,0.0972221127544,0.280602636535,0.0823310458743
97,0.215630885122,0.0971407310966,0.278719397363,0.0822866264377
98,0.206685499058,0.097065927546,0.305084745763,0.0822602695176
99,0.213747645951,0.096990329286,0.337099811676,0.0822633229432
